judul_indo,clean_text,cluster
RANCANG BANGUN INVERTER DENGAN MENGGUNAKAN SUMBER BATERAI DC 12V,rancang bangun inverter sumber baterai dc v,7
Optimalisasi pola peralihan inverter bertingkat bertingkat SHEPWM,optimalisasi peralihan inverter bertingkat bertingkat shepwm,10
Metode kuantitas motor induksi dalam kondisi tegangan tidak seimbang,kuantitas motor induksi kondisi tegangan seimbang,10
Efektivitas ekstrak metanol daun sembung rambat (Mikania micrantha Kunth) terhadap pertumbuhan jamur Candida albicans,efektivitas ekstrak metanol daun sembung rambat mikania micrantha kunth pertumbuhan jamur candida albicans,10
Uji aktivitas antibakteri ekstrak etanol daun kemangi (Ocimum sanctum L.) terhadap pertumbuhan bakteri Escherichia coli dan Staphylococcus aureus,uji antibakteri ekstrak etanol daun kemangi ocimum sanctum pertumbuhan bakteri escherichia aureus,10
Prevalensi dan intensitas telur cacing parasit pada feses sapi (Bos sp.) Rumah Potong Hewan (RPH) Kota Pontianak Kalimantan Barat,prevalensi intensitas telur cacing parasit feses sapi bos rumah potong hewan rph,10
Kepadatan Bakteri Coliform di Sungai Kapuas Kota Pontianak,kepadatan bakteri coliform,10
Aktivitas antibakteri ekstrak daun benalu jambu air (Dendropthoe pentandra (L.) Miq) terhadap pertumbuhan Salmonella typhi,antibakteri ekstrak daun benalu jambu dendropthoe pentandra miq pertumbuhan salmonella typhi,10
Aktivitas antijamur ekstrak etil asetat daun mangga bacang (Mangifera foetida L.) terhadap Candida albicans secara in vitro,antijamur ekstrak etil asetat daun mangga bacang mangifera foetida candida albicans vitro,10
Jenis-Jenis Jamur Makroskopis di Hutan Hujan Mas Desa Kawat Kecamatan Tayan Hilir Kabupaten Sanggau,jenis jenis jamur makroskopis hutan hujan mas kawat tayan,10
Deteksi bakteri indikator keamanan pangan pada sosis daging ayam di pasar Flamboyan Pontianak,deteksi bakteri indikator keamanan pangan sosis daging ayam pasar flamboyan,10
Isolasi dan karakteristik bakteri pendegradasi selulosa pada ampas tebu kuning (bagasse),karakteristik bakteri pendegradasi selulosa ampas tebu kuning bagasse,10
Aktivitas antijamur ekstrak teripang darah (Holothuria atra jeager.) terhadap pertumbuhan jamur Malassezia furfur penyebab panu,antijamur ekstrak teripang darah holothuria atra jeager pertumbuhan jamur malassezia furfur penyebab panu,10
Jenis-Jenis Jamur Basidiomycetes di Hutan Bukit Beluan Kecamatan Hulu Gurung Kabupaten Kapuas Hulu,jenis jenis jamur basidiomycetes hutan beluan gurung,10
Uji aktivitas antifungi ekstrak etanol biji timun suri (Cucumis melo L.) terhadap pertumbuhan Candida albicans secara in vitro,uji antifungi ekstrak etanol biji timun suri cucumis melo pertumbuhan candida albicans vitro,10
Perbandingan efektivitas antara gel hand sanitizer dan tisu basah antiseptik terhadap jumlah koloni kuman di tangan,perbandingan efektivitas gel hand sanitizer tisu basah antiseptik koloni kuman tangan,10
Aktivitas antibakteri ekstrak metanol buah ketapang (Terminalia catappa Linn.) terhadap pertumbuhan Staphylococcus epidermidis dan Salmonella typhi,antibakteri ekstrak metanol buah linn pertumbuhan epidermidis salmonella typhi,10
Daya Antagonis Jamur Trichoderma sp. Terhadap jamur diplodia sp. Penyebab busuk batang jeruk siam (Citrus nobilis),daya antagonis jamur trichoderma jamur diplodia penyebab busuk batang jeruk siam,10
Karakterisasi dan kepadatan bakteri nitrifikasi pada tingkat kematangan tanah gambut yang berbeda di kawasan hutan lindung Gunung Ambawang Kabupaten Kubu Raya,karakterisasi kepadatan bakteri nitrifikasi tingkat kematangan gambut berbeda hutan lindung gunung,10
Penggunaan Metode Problem Based Learning dalam meningkatkan keaktifan belajar siswa pada kelas XI IPS 1,problem learning keaktifan belajar kelas ips,2
Analisis perubahan sistem pelaksanaan pembelajaran daring ke luring pada masa pandemi COVID-19 di SMP,perubahan pembelajaran daring luring pandemi covid,10
Proses perubahan pembelajaran siswa dari daring ke luring pada saat pandemi covid-19 di madrasah tsanawiyah,proses perubahan pembelajaran daring luring pandemi covid madrasah tsanawiyah,10
Perubahan proses pembelajaran tatap muka pasca pembelajaran daring pada masa pandemi Covid-19 Di MAN 2 Pontianak,perubahan proses pembelajaran tatap muka pasca pembelajaran daring pandemi covid man,10
Migrasi Kurikulum: Kurikulum 2013 Menuju Kurikulum Merdeka pada SMA Swasta Kapuas Pontianak,migrasi kurikulum kurikulum kurikulum merdeka swasta,1
Pengaruh Pendidikan Multikultural dan Pendidikan Karakter Terhadap Sikap Toleransi Siswa SMA Pancasila Sungai Kakap,multikultural karakter sikap toleransi pancasila,10
Dinamika Implementasi Kurikulum Merdeka Di Sekolah Pada Aspek Perangkat Dan Proses Pembelajaran,dinamika kurikulum merdeka sekolah aspek perangkat proses pembelajaran,1
"Kiat Sukses PTK langkah-langkah, instrumen dan contoh",kiat sukses ptk langkah langkah instrumen contoh,10
Pergeseran tradisi belalek dalam budaya bertani masyarakat Melayu Sambas,pergeseran tradisi belalek budaya bertani masyarakat,8
Kesenian Hadrah Sebagai Warisan Budaya Di Kota Pontianak Kalimantan Barat,kesenian hadrah warisan budaya,0
Pelaksanaan Pembelajaran Tatap Muka Terbatas: Strategi Pembelajaran Di Smp Swasta Pasca Pandemi Covid 19,pembelajaran tatap muka terbatas strategi pembelajaran swasta pasca pandemi covid,10
Strategi pelaksanaan pembelajaran tatap muka terbatas pada era pandemi covid-19,strategi pembelajaran tatap muka terbatas era pandemi covid,10
KEARIFAN LOKAL DAN KAJIAN ETNIS DI KALIMANTAN BARAT,kearifan lokal kajian etnis,9
Analisis Pelaksanaan Pembelajaran Model Blended Learning Berbasis Media Google Classroom,pembelajaran blended learning media google classroom,5
Penerapan Literasi Berbasis IT dalam Pembelajaran Melalui Media E-Book di SMPN 7 Sungai Raya,literasi it pembelajaran media book,5
"Kontruksi Pemberdayaan Masyarakat Melalui Program"" Aku Belajar"" Dalam Meningkatkan Literasi Anak Pemulung",kontruksi pemberdayaan masyarakat belajar literasi anak pemulung,8
Sosialisasi Keluarga Dalam Membentuk Kepribadian Anak (Studi Pada Keluarga Rumah Tangga Guru MA Islamiyah),sosialisasi keluarga membentuk kepribadian anak keluarga rumah tangga guru ma islamiyah,9
WATERFRONT SEBAGAI MODAL SOSIAL EKONOMI MASYARAKAT DI TEPIAN SUNGAI KAPUAS:(Fenomena Perubahan Sosial),waterfront modal sosial ekonomi masyarakat tepian fenomena perubahan sosial,8
Historisitas dan perkembangan budaya masyarakat etnis madura di kalimantan barat,historisitas perkembangan budaya masyarakat etnis madura,8
Strategi Mempersiapkan dan Melaksanakan Pembelajaran Tatap Muka Secara Terbatas Selama Masa Pendemi Covid-19 di SMA,strategi melaksanakan pembelajaran tatap muka terbatas pendemi covid,10
"Pengaruh ekspor, impor, dan inflasi terhadap nilai tukar rupiah di Indonesia",ekspor impor inflasi nilai tukar rupiah,0
Perbedaan harga diri (self esteem) remaja ditinjau dari keberadaan ayah,perbedaan harga self esteem remaja ditinjau keberadaan ayah,10
"Kausalitas antara sumber daya manusia, konsumsi energi, emisi CO2, dan pertumbuhan ekonomi: Bukti empiris dari Indonesia",kausalitas sumber daya manusia konsumsi energi emisi pertumbuhan ekonomi bukti empiris,3
Pengaruh lindi (leachate) sampah terhadap air sumur penduduk sekitar tempat pembuangan akhir (TPA) air dingin,lindi leachate sampah sumur penduduk pembuangan tpa dingin,10
Peran religiusitas dan dukungan sosial terhadap subjective well-being pada remaja,peran religiusitas dukungan sosial subjective well being remaja,10
Dampak transaksi non tunai terhadap perputaran uang di Indonesia,transaksi non tunai perputaran uang,10
Pengaruh berbagai jenis mikroorganisme lokal (MOL) terhadap pertumbuhan dan hasil bawang merah pada tanah aluvial,jenis mikroorganisme lokal mol pertumbuhan bawang merah aluvial,10
Analisis Tokoh dan Penokohan dalam Novel Sepatu Dahlan karya Khrisna Pabichara,tokoh penokohan novel sepatu dahlan karya khrisna pabichara,10
"Pelatihan Manajemen Koperasi Syariah di Desa Kerinjing, Kabupaten Ogan Ilir, Sumatera Selatan",pelatihan manajemen koperasi syariah kerinjing ogan ilir sumatera,10
"Aglomerasi industri manufaktur, pertumbuhan ekonomi, dan kesenjangan antar wilayah di Sumatera Selatan, Indonesia",aglomerasi industri manufaktur pertumbuhan ekonomi kesenjangan wilayah sumatera,3
"Teks Anekdot Cerita Lisan Yong Dollah Warisan Melayu Sebagai Alternatif Pemilihan Pengajaran Bahasa Indonesia.Marah, 7 (2), 30–43",teks anekdot cerita lisan yong dollah warisan alternatif pemilihan pengajaran bahasa marah,4
Hukum Kawin Paksa (Tinjauan Hukum Positif dan Islam),hukum kawin paksa tinjauan hukum positif,10
"Analisis komparatif daya saing ekspor biji kakao antara Indonesia, Pantai Gading dan Ghana: Pendekatan RCA dan CMS",komparatif daya saing ekspor biji kakao pantai gading ghana rca cms,10
Desain sistem manajemen risiko pada perguruan tinggi negeri badan hukum (PTN BH),desain manajemen risiko perguruan badan hukum ptn bh,10
Pengaruh konsentrasi industri terhadap efisiensi industri kecap di Indonesia (ISIC 15493),konsentrasi industri efisiensi industri kecap isic,10
Mewaspadai Investasi Bodong dan Arisan Berantai Online di Desa Kerinjing Kecamatan Tanjung Raja Kabupaten Ogan Ilir,mewaspadai investasi bodong arisan berantai online kerinjing tanjung raja ogan ilir,10
Studi Deskriptif Preferensi Pemilihan Pasangan Hidup Antara Pria Dan Wanita Pada Dewasa Awal,deskriptif preferensi pemilihan pasangan hidup pria wanita dewasa,10
Efektifitas penambahan Vitamin E pada pakan dalam meningkatkan pertumbuhan benih udang windu (Penaeus monodon),efektifitas penambahan vitamin pakan pertumbuhan benih udang windu penaeus monodon,10
Multimedia interaktif berbasis game edukasi sebagai media pembelajaran materi sistem pernapasan di Kelas XI SMA,multimedia interaktif game edukasi media pembelajaran materi pernapasan kelas,5
Pengembangan booklet hasil inventarisasi tumbuhan obat sebagai media pembelajaran pada materi manfaat keanekaragaman hayati,booklet inventarisasi tumbuhan obat media pembelajaran materi manfaat keanekaragaman hayati,6
Pengaruh pemberian karbon tetraklorida terhadap fungsi hati dan ginjal tikus,pemberian karbon tetraklorida fungsi hati ginjal tikus,10
Kelayakan booklet inventarisasi tumbuhan berkhasiat obat sebagai media pembelajaran,kelayakan booklet inventarisasi tumbuhan berkhasiat obat media pembelajaran,6
Pengembangan media e-comic bilingual sub materi saluran dan kelenjar pencernaan,media comic bilingual sub materi saluran kelenjar pencernaan,10
Penerapan Model Pembelajaran SAVI Berbantuan Media Flashcard untuk Meningkatkan Aktivitas dan Hasil Belajar,pembelajaran savi berbantuan media flashcard belajar,5
Respon siswa terhadap media e-comic bilingual sub materi bagian-bagian darah,media comic bilingual sub materi darah,10
Efektivitas Pembelajaran Kooperatif Tipe Nht (Numbered Heads Together) Dengan Media Visual Terhadap Hasil Belajar Siswa Padamateri Organisasi Kehidupan Di Kelas Vii Smp Rehoboth,efektivitas pembelajaran kooperatif tipe nht numbered heads together media visual belajar padamateri organisasi kehidupan kelas rehoboth,2
Respon Siswa Terhadap Film Animasi Zat Aditif,film animasi zat aditif,10
Respon siswa terhadap media pembelajaran komik pada materi ekologi di kelas X SMA,media pembelajaran komik materi ekologi kelas,5
Aktivitas hepatoprotektif Eurycoma longifolia Jack.akar.,hepatoprotektif eurycoma longifolia jack akar,10
Respon siswa SMA negeri Pontianak terhadap lembar kerja siswa berbasis multimedia sub materi invertebrata,lembar kerja multimedia sub materi invertebrata,10
Film dokumenter sebagai media pembelajaran submateri zat aditif,film dokumenter media pembelajaran submateri zat aditif,5
Peningkatan kandungan kalium urin setelah pemberian ekstrak sari buah belimbing manis (Averrhoa carambola),kandungan kalium urin pemberian ekstrak sari buah belimbing manis averrhoa carambola,10
Aktivitas Hepatoprotektor Ekstrak Metanol Akar Pasak Bumi dan Fraksi-Fraksi Turunannya,hepatoprotektor ekstrak metanol akar pasak bumi fraksi fraksi turunannya,10
Bahaya gagal hamil yang diakibatkan minuman beralkohol,bahaya gagal hamil diakibatkan minuman beralkohol,10
Film Dokumenter Pemanfaatan Tumbuhan Berkhasiat Obat Sebagai Media Pembelajaran Materi Sistem Pencernaan,film dokumenter tumbuhan berkhasiat obat media pembelajaran materi pencernaan,6
Aktivitas anti diabetes kulit buah naga merah (Hylocereus polyrhizus) dalam ekstrak etanol terhadap tikus diabetes,anti diabetes kulit buah naga merah hylocereus polyrhizus ekstrak etanol tikus diabetes,10
Potensi antibakteri metabolit sekunder dari simbion bakteri laut Indonesia,potensi antibakteri metabolit sekunder simbion bakteri laut,10
Kesesuaian media interaktif adobe flash basis untuk materi pembelajaran sistem pernafasan,kesesuaian media interaktif adobe flash basis materi pembelajaran pernafasan,5
Aktivitas antijamur dan antitermitik cuka kayu dari Vitex pubescens Vahl,antijamur antitermitik cuka kayu vitex pubescens vahl,10
Studi tumbuhan obat pada etnis dayak di desa gerantung Kecamatan Monterado Kabupaten Bengkayang,tumbuhan obat etnis gerantung monterado,6
Pemanfaatan tumbuhan obat oleh suku dayak kanayatn di desa mamek kecamatan menyuke kabupaten landak,tumbuhan obat suku kanayatn mamek menyuke,6
Optimasi Produksi dan Sifat Fungsional Asap Cair Kayu Karet,optimasi produksi sifat fungsional asap cair kayu karet,10
Aktivitas anti jamur asap cair dari serbuk gergaji kayu Akasia (Acacia mangium Willd) dan kayu Laban (Vitex pubescens Vahl). Bionatura,anti jamur asap cair serbuk gergaji kayu akasia mangium willd kayu laban vitex pubescens vahl bionatura,10
Evaluasi Asap Cair sebagai Bio-Termitisida untuk Pengendalian Rayap Tanah Coptotermes sp.,evaluasi asap cair bio termitisida pengendalian rayap coptotermes,10
Identifikasi Jamur Genus Aspergillus pada Gaplek di Kabupaten Gunung-kidul,identifikasi jamur genus aspergillus gaplek gunung kidul,10
Pemanfaatan tumbuhan obat oleh masyarakat di desa raba kecamatan menjalin kabupaten landak,tumbuhan obat masyarakat raba menjalin,6
Aplikasi Asap Cair Dari Kayu Laban (Vitex pubescens Vahl) untuk Pengawetan Kayu Karet,aplikasi asap cair kayu laban vitex pubescens vahl pengawetan kayu karet,10
Merancang Perencanaan (Aplikasi dengan SPSS dan SAS),merancang perencanaan aplikasi spss sas,10
Kondisi Serangan Serangga Hama Pada Bibit Bakau (Rhizopora apiculata Bl) Di Pup PT. Bina Ovivipari Semesta Kalimantan Barat,kondisi serangan serangga hama bibit rhizopora apiculata bl pup bina ovivipari semesta,10
Optimasi dan karakterisasi cuka kayu hasil pirolisis kayu Shorea laevis Ridl,optimasi karakterisasi cuka kayu pirolisis kayu laevis ridl,10
Analisis data dengan SPSS & SAS,data spss sas,10
Uji aktivitas antibakteri ekstrak etanol kulit batang mangga kweni (Mangifera odorata Griff) terhadap Escherichia coli ATCC 25922 DAN Staphylococcus aureus ATCC 25923,uji antibakteri ekstrak etanol kulit batang mangga kweni mangifera odorata griff escherichia atcc aureus atcc,10
Aktivitas antijamur dan antitermitik cuka dari dua sumber biomassa pada suhu pirolitik berbeda,antijamur antitermitik cuka sumber biomassa suhu pirolitik berbeda,10
Evaluasi keterampilan berbicara dalam pembelajaran Bahasa Indonesia,evaluasi keterampilan berbicara pembelajaran bahasa,4
Peningkatan Efektivitas Belajar Peserta Didik dalam Pembelajaran Ilmu Pengetahuan Sosial Menggunakan Media Tepat Guna Di Kelas IV Sekolah Dasar Negeri 02 Toho,efektivitas belajar peserta didik pembelajaran ilmu pengetahuan sosial media kelas sekolah toho,2
Pemberian motivasi untuk meningkatkan kegiatan membaca siswa sekolah dasar,pemberian motivasi kegiatan membaca sekolah,1
Peningkatan Keterampilan Menulis Karya Ilmiah Melalui Lesson Study,keterampilan menulis karya ilmiah lesson study,10
Pemanfaatan chromebook dalam pembelajaran IPAS di Sekolah Dasar Negeri 18 Sungai Kakap,chromebook pembelajaran sekolah,1
Meningkatkan Hasil Belajar Siswa Dalam Pembelajaran Pkn Dengan Model Cooperative Learning Tipe Two Staytwo Stray,belajar pembelajaran pkn cooperative learning tipe two staytwo stray,2
Penggunaan Metode Permainan dalam Pembelajaran IPA untuk Meningkatkan Aktivitas dan Hasil Belajar Siswa Kelas IV Sekolah Dasar Negeri 11 Sungai Melayu Rayak,permainan pembelajaran belajar kelas sekolah rayak,2
Penggunaan KIT IPA pada materi energi panas terhadap hasil belajar siswa kelas IV SD,kit materi energi panas belajar kelas sd,2
Analisis Rencana Pelaksanaan Pembelaran Tematik Secara Daring Selama Masa Pandemi Covid-19,rencana pembelaran tematik daring pandemi covid,10
Pembelajaran membaca permulaan dengan strategi kopasus permainan kubus di kelas I sekolah dasar,pembelajaran membaca permulaan strategi kopasus permainan kubus kelas sekolah,2
Deskripsi Kemampuan Guru Membuat Bahan Ajar,deskripsi guru bahan,9
"Hubungan Kepercayaan Diri, Motivasi Belajar, dan Kemandirian Belajar dengan Hasil Belajar Tematik",hubungan kepercayaan motivasi belajar kemandirian belajar belajar tematik,2
Peningkatan Kemampuan Berbicara dengan Menggunakan Media Gambar Berseri pada Pembelajaran Bahasa Indonesia Kelas I Sd,berbicara media gambar berseri pembelajaran bahasa kelas sd,2
Pengembangan Modul Ajar Mata Pelajaran Ilmu Pengetahuan Alam dan Sosial (IPAS) Kelas IV Kurikulum Merdeka Materi Indonesiaku Kaya Budaya di SDN 24 Pontianak Timur,modul ilmu pengetahuan alam sosial kelas kurikulum merdeka materi indonesiaku kaya budaya sdn,2
